customer_id,name,gender,email,phone,purchase_amount,purchase_date,product_category,rating
CUST1166,Ali Hassan,1,ali.hassan@hotmail.com,987654321.0,653.73,2024-10-02,Clothing,2.0
CUST1186,Mark Hassan,1,mark.hassan@gmail.com,123456789.0,879.07,2023-06-11,Toys,3.0
CUST1188,Ali Gaber,1,ali.gaber@yahoo.com,987654321.0,337.71,2024-12-05,Unknown,5.0
CUST1196,Ali Gaber,1,ali.gaber@yahoo.com,987654321.0,647.39,2025-10-01,Electronics,4.0
CUST1199,Alaa Gaber,0,alaa.gaber@hotmail.com,123456789.0,616.2,2023-04-05,Books,4.0
CUST1213,Ahmed Ibrahim,1,ahmed.ibrahim@hotmail.com,123456789.0,740.96,2023-01-03,Unknown,3.0
CUST1222,Fatma Smith,1,fatma.smith@gmail.com,987654321.0,505.89,2025-01-03,Unknown,10.0
CUST1236,Lina Ali,1,lina.ali@gmail.com,987654321.0,72.41,2024-05-12,Unknown,3.0
CUST1244,Sara Ali,0,sara.ali@yahoo.com,987654321.0,292.02,2025-11-06,Clothing,10.0
CUST1273,Lina Gaber,1,lina.gaber@hotmail.com,987654321.0,463.51,2024-04-07,Clothing,1.0
CUST1274,Lina Mahmoud,1,lina.mahmoud@yahoo.com,987654321.0,24.82,2024-06-12,Electronics,4.0
CUST1285,Fatma Hassan,1,fatma.hassan@hotmail.com,123456789.0,889.03,2023-03-08,Clothing,2.0
CUST1293,Mark Gaber,0,mark.gaber@yahoo.com,123456789.0,823.05,2022-08-12,Home,3.0
CUST1296,Fatma Ibrahim,0,fatma.ibrahim@yahoo.com,987654321.0,931.77,2024-11-09,Toys,1.0
CUST1301,John Mahmoud,1,john.mahmoud@yahoo.com,987654321.0,390.78,2024-02-07,Home,10.0
CUST1303,Fatma Ibrahim,0,fatma.ibrahim@hotmail.com,987654321.0,637.52,2023-04-05,Books,4.0
CUST1304,Alaa Gaber,0,alaa.gaber@yahoo.com,987654321.0,714.03,2024-07-08,Toys,10.0
CUST1313,Alaa Hassan,0,alaa.hassan@yahoo.com,123456789.0,901.41,2025-07-04,Toys,3.0
CUST1314,Mark Ali,0,mark.ali@gmail.com,987654321.0,71.28,2025-01-07,Home,4.0
CUST1325,John Gaber,0,john.gaber@yahoo.com,123456789.0,666.82,2023-07-04,Home,1.0
CUST1328,Fatma Ibrahim,1,fatma.ibrahim@yahoo.com,987654321.0,473.49,2024-09-08,Unknown,3.0
CUST1332,Alaa Ali,1,alaa.ali@gmail.com,987654321.0,311.24,2023-02-12,Electronics,1.0
CUST1335,Alaa Mahmoud,0,alaa.mahmoud@yahoo.com,123456789.0,995.41,2024-11-02,Toys,3.0
CUST1354,Ali Ibrahim,1,ali.ibrahim@hotmail.com,987654321.0,142.92,2023-03-04,Electronics,4.0
CUST1386,Fatma Ali,0,fatma.ali@hotmail.com,123456789.0,995.55,2022-12-11,Clothing,4.0
CUST1390,Alaa Hassan,0,alaa.hassan@gmail.com,987654321.0,20.48,2024-03-07,Home,4.0
CUST1391,Alaa Ali,0,alaa.ali@gmail.com,123456789.0,663.65,2022-10-12,Clothing,3.0
CUST1393,Ali Ibrahim,0,ali.ibrahim@gmail.com,123456789.0,69.21,2023-10-09,Home,10.0
CUST1397,Fatma Hassan,0,fatma.hassan@hotmail.com,987654321.0,217.49,2024-06-06,Clothing,1.0
CUST1398,Alaa Ali,1,alaa.ali@hotmail.com,987654321.0,886.49,2024-03-06,Unknown,1.0
CUST1412,Ali Mahmoud,1,ali.mahmoud@gmail.com,123456789.0,69.6,2024-06-05,Books,4.0
CUST1417,Fatma Gaber,0,fatma.gaber@hotmail.com,123456789.0,519.42,2024-01-11,Unknown,3.0
CUST1419,Sara Ibrahim,0,sara.ibrahim@yahoo.com,123456789.0,788.32,2025-07-04,Electronics,2.0
CUST1421,Lina Gaber,0,lina.gaber@gmail.com,987654321.0,914.12,2025-04-01,Clothing,10.0
CUST1428,John Gaber,1,john.gaber@hotmail.com,123456789.0,28.63,2024-03-10,Unknown,2.0
CUST1429,Sara Smith,0,sara.smith@yahoo.com,987654321.0,664.35,2023-02-04,Unknown,5.0
CUST1436,Lina Ibrahim,0,lina.ibrahim@gmail.com,987654321.0,965.04,2024-04-07,Unknown,2.0
CUST1440,Ahmed Ibrahim,0,ahmed.ibrahim@yahoo.com,123456789.0,107.44,2023-11-03,Electronics,5.0
CUST1442,Sara Gaber,1,sara.gaber@yahoo.com,987654321.0,314.29,2024-08-01,Home,10.0
CUST1447,Mark Mahmoud,1,mark.mahmoud@hotmail.com,987654321.0,462.47,2023-04-08,Toys,5.0
CUST1450,Ali Hassan,1,ali.hassan@gmail.com,123456789.0,814.29,2025-08-04,Books,5.0
CUST1457,Fatma Gaber,1,fatma.gaber@yahoo.com,123456789.0,85.72,2024-02-10,Unknown,1.0
CUST1458,John Mahmoud,0,john.mahmoud@gmail.com,987654321.0,266.57,2024-03-02,Clothing,2.0
CUST1472,John Smith,1,john.smith@gmail.com,987654321.0,822.47,2022-05-11,Books,4.0
CUST1483,Ali Smith,0,ali.smith@hotmail.com,123456789.0,736.61,2024-08-03,Clothing,3.0
CUST1492,Alaa Hassan,1,alaa.hassan@gmail.com,987654321.0,625.04,2023-09-06,Unknown,10.0
CUST1494,Ahmed Hassan,0,ahmed.hassan@hotmail.com,123456789.0,778.69,2023-08-04,Unknown,4.0
CUST1496,John Hassan,0,john.hassan@hotmail.com,987654321.0,391.26,2025-03-05,Toys,5.0
CUST1516,Mark Hassan,1,mark.hassan@gmail.com,123456789.0,95.19,2023-04-11,Books,10.0
CUST1517,Ali Mahmoud,0,ali.mahmoud@yahoo.com,123456789.0,148.97,2024-03-03,Books,4.0
CUST1528,John Smith,1,john.smith@gmail.com,987654321.0,928.22,2023-03-04,Books,1.0
CUST1538,Ali Hassan,1,ali.hassan@hotmail.com,123456789.0,754.93,2024-11-09,Unknown,1.0
CUST1573,Sara Hassan,0,sara.hassan@gmail.com,123456789.0,345.42,2025-05-04,Unknown,10.0
CUST1585,Lina Mahmoud,0,lina.mahmoud@gmail.com,987654321.0,147.78,2025-01-04,Home,4.0
CUST1602,Alaa Gaber,1,alaa.gaber@yahoo.com,987654321.0,259.04,2023-07-01,Electronics,1.0
CUST1604,Ali Mahmoud,1,ali.mahmoud@yahoo.com,123456789.0,872.56,2024-06-02,Unknown,1.0
CUST1632,John Ibrahim,1,john.ibrahim@yahoo.com,123456789.0,352.96,2023-04-10,Clothing,2.0
CUST1643,Sara Ali,0,sara.ali@hotmail.com,123456789.0,722.13,2022-05-12,Unknown,10.0
CUST1644,John Ali,1,john.ali@gmail.com,987654321.0,670.35,2024-01-09,Toys,10.0
CUST1656,Fatma Gaber,0,fatma.gaber@yahoo.com,123456789.0,340.6,2024-04-05,Unknown,2.0
CUST1659,Sara Ali,0,sara.ali@yahoo.com,123456789.0,503.31,2024-03-02,Books,10.0
CUST1672,Fatma Gaber,1,fatma.gaber@yahoo.com,987654321.0,572.33,2024-04-04,Electronics,10.0
CUST1673,Mark Hassan,0,mark.hassan@yahoo.com,987654321.0,48.81,2024-11-08,Books,4.0
CUST1676,Mark Ali,1,mark.ali@gmail.com,123456789.0,842.36,2024-12-05,Home,10.0
CUST1682,Sara Smith,1,sara.smith@yahoo.com,123456789.0,555.03,2025-09-06,Unknown,5.0
CUST1691,Mark Mahmoud,0,mark.mahmoud@hotmail.com,123456789.0,601.36,2025-12-01,Unknown,1.0
CUST1694,John Ali,0,john.ali@yahoo.com,987654321.0,250.47,2024-05-02,Unknown,5.0
CUST1703,Alaa Gaber,1,alaa.gaber@hotmail.com,123456789.0,389.63,2025-05-05,Books,1.0
CUST1709,Lina Hassan,1,lina.hassan@gmail.com,123456789.0,907.59,2023-07-10,Electronics,2.0
CUST1728,Fatma Smith,1,fatma.smith@yahoo.com,123456789.0,787.86,2023-03-01,Clothing,4.0
CUST1731,Fatma Ibrahim,1,fatma.ibrahim@hotmail.com,987654321.0,113.91,2024-05-10,Electronics,5.0
CUST1732,Fatma Hassan,0,fatma.hassan@gmail.com,987654321.0,165.11,2024-03-10,Toys,3.0
CUST1736,John Ibrahim,0,john.ibrahim@hotmail.com,987654321.0,304.74,2023-11-07,Electronics,3.0
CUST1753,Ali Gaber,0,ali.gaber@hotmail.com,987654321.0,119.58,2025-12-03,Home,3.0
CUST1754,Sara Hassan,1,sara.hassan@yahoo.com,123456789.0,102.21,2025-12-07,Unknown,1.0
CUST1763,Mark Gaber,0,mark.gaber@gmail.com,987654321.0,635.27,2024-10-12,Books,3.0
CUST1766,Ahmed Smith,0,ahmed.smith@gmail.com,987654321.0,552.48,2023-05-01,Electronics,10.0
CUST1771,Mark Mahmoud,0,mark.mahmoud@gmail.com,123456789.0,206.95,2023-03-10,Unknown,3.0
CUST1777,Ali Smith,1,ali.smith@gmail.com,987654321.0,329.68,2025-07-06,Toys,5.0
CUST1792,Ahmed Ibrahim,0,ahmed.ibrahim@gmail.com,123456789.0,485.33,2025-04-07,Books,2.0
CUST1803,John Smith,1,john.smith@hotmail.com,987654321.0,664.99,2024-05-06,Unknown,5.0
CUST1807,Ali Smith,0,ali.smith@gmail.com,123456789.0,528.99,2025-05-05,Electronics,3.0
CUST1810,Ahmed Smith,1,ahmed.smith@gmail.com,987654321.0,966.62,2023-09-10,Electronics,1.0
CUST1820,Fatma Hassan,0,fatma.hassan@hotmail.com,987654321.0,15.21,2024-09-10,Books,1.0
CUST1823,Sara Mahmoud,1,sara.mahmoud@hotmail.com,987654321.0,366.79,2025-11-07,Electronics,5.0
CUST1839,Lina Mahmoud,1,lina.mahmoud@yahoo.com,987654321.0,94.09,2022-04-12,Books,1.0
CUST1846,Ali Mahmoud,0,ali.mahmoud@yahoo.com,123456789.0,671.33,2023-07-05,Clothing,2.0
CUST1847,John Ali,0,john.ali@gmail.com,987654321.0,828.98,2023-11-11,Books,1.0
CUST1849,Sara Smith,0,sara.smith@yahoo.com,123456789.0,301.45,2025-02-02,Toys,5.0
CUST1868,Fatma Mahmoud,1,fatma.mahmoud@yahoo.com,123456789.0,165.11,2025-10-06,Books,4.0
CUST1872,Lina Ali,1,lina.ali@hotmail.com,987654321.0,558.79,2023-07-04,Toys,5.0
CUST1898,Ali Hassan,1,ali.hassan@yahoo.com,987654321.0,132.09,2023-08-12,Toys,10.0
CUST1904,Lina Mahmoud,1,lina.mahmoud@hotmail.com,123456789.0,481.41,2024-06-06,Unknown,1.0
CUST1912,Fatma Ali,1,fatma.ali@gmail.com,123456789.0,237.65,2024-03-07,Electronics,4.0
CUST1914,Mark Ali,0,mark.ali@yahoo.com,123456789.0,883.8,2024-10-01,Home,10.0
CUST1916,Ali Gaber,1,ali.gaber@hotmail.com,987654321.0,498.85,2024-04-03,Toys,3.0
CUST1924,John Mahmoud,1,john.mahmoud@gmail.com,987654321.0,61.86,2025-03-04,Unknown,10.0
CUST1934,Mark Hassan,0,mark.hassan@yahoo.com,123456789.0,50.02,2024-08-02,Books,10.0
CUST1948,Ali Hassan,0,ali.hassan@yahoo.com,123456789.0,348.05,2024-02-05,Clothing,10.0
CUST1954,Ali Ibrahim,1,ali.ibrahim@yahoo.com,123456789.0,10.14,2024-11-04,Unknown,1.0
CUST1961,Ali Ibrahim,1,ali.ibrahim@yahoo.com,987654321.0,171.48,2025-02-07,Unknown,10.0
CUST1964,Ahmed Ibrahim,1,ahmed.ibrahim@gmail.com,123456789.0,720.07,2023-04-03,Clothing,10.0
CUST1978,Alaa Gaber,0,alaa.gaber@yahoo.com,123456789.0,270.25,2024-05-02,Home,4.0
CUST2004,John Hassan,0,john.hassan@hotmail.com,987654321.0,564.13,2024-06-08,Home,5.0
CUST2005,Alaa Gaber,0,alaa.gaber@yahoo.com,987654321.0,426.99,2024-02-05,Electronics,10.0
CUST2014,Fatma Gaber,0,fatma.gaber@gmail.com,987654321.0,341.26,2023-04-12,Unknown,4.0
CUST2016,Sara Hassan,1,sara.hassan@gmail.com,987654321.0,369.46,2025-08-07,Electronics,4.0
CUST2020,Ali Ibrahim,1,ali.ibrahim@gmail.com,987654321.0,695.18,2024-11-07,Unknown,2.0
CUST2025,Ahmed Hassan,1,ahmed.hassan@gmail.com,123456789.0,471.54,2025-06-07,Electronics,5.0
CUST2036,Mark Ali,0,mark.ali@hotmail.com,987654321.0,947.25,2024-05-11,Unknown,10.0
CUST2037,Mark Ali,0,mark.ali@gmail.com,987654321.0,710.96,2023-06-11,Electronics,5.0
CUST2045,Ali Ali,0,ali.ali@hotmail.com,987654321.0,95.59,2023-10-09,Home,2.0
CUST2051,Lina Mahmoud,1,lina.mahmoud@gmail.com,987654321.0,956.78,2025-12-01,Toys,4.0
CUST2052,Ahmed Ali,1,ahmed.ali@hotmail.com,123456789.0,241.6,2024-04-10,Books,2.0
CUST2061,Lina Ibrahim,0,lina.ibrahim@gmail.com,987654321.0,797.77,2023-12-01,Unknown,5.0
CUST2062,Ali Ibrahim,0,ali.ibrahim@yahoo.com,123456789.0,146.31,2025-11-06,Unknown,2.0
CUST2063,Mark Smith,0,mark.smith@yahoo.com,123456789.0,371.9,2025-09-03,Electronics,2.0
CUST2071,Sara Hassan,1,sara.hassan@yahoo.com,987654321.0,340.76,2023-03-04,Electronics,2.0
CUST2072,Lina Smith,1,lina.smith@gmail.com,987654321.0,670.46,2024-08-03,Unknown,2.0
CUST2074,Sara Ibrahim,1,sara.ibrahim@hotmail.com,123456789.0,940.24,2024-06-02,Electronics,2.0
CUST2075,Ali Ali,1,ali.ali@yahoo.com,987654321.0,186.01,2024-01-01,Electronics,5.0
CUST2079,Ali Hassan,1,ali.hassan@gmail.com,987654321.0,200.64,2023-10-11,Books,4.0
CUST2082,John Gaber,0,john.gaber@yahoo.com,123456789.0,360.47,2025-03-02,Clothing,10.0
CUST2090,Ali Ali,1,ali.ali@gmail.com,123456789.0,625.98,2024-07-10,Home,1.0
CUST2106,Mark Smith,1,mark.smith@gmail.com,987654321.0,940.78,2023-12-02,Books,4.0
CUST2109,Fatma Hassan,1,fatma.hassan@hotmail.com,123456789.0,766.15,2025-05-03,Unknown,3.0
CUST2115,Mark Smith,0,mark.smith@gmail.com,987654321.0,833.24,2025-01-05,Books,3.0
CUST2117,Mark Mahmoud,0,mark.mahmoud@yahoo.com,987654321.0,19.29,2024-06-07,Unknown,5.0
CUST2122,Ahmed Hassan,0,ahmed.hassan@gmail.com,123456789.0,395.15,2023-04-09,Clothing,5.0
CUST2129,Ali Smith,0,ali.smith@yahoo.com,123456789.0,600.89,2024-06-10,Toys,5.0
CUST2131,Ali Gaber,1,ali.gaber@hotmail.com,123456789.0,957.64,2025-03-03,Clothing,1.0
CUST2133,Ahmed Hassan,1,ahmed.hassan@gmail.com,123456789.0,82.25,2025-02-03,Electronics,1.0
CUST2135,John Ibrahim,1,john.ibrahim@yahoo.com,123456789.0,376.63,2023-10-03,Books,10.0
CUST2146,Mark Hassan,1,mark.hassan@gmail.com,123456789.0,429.65,2023-06-04,Unknown,5.0
CUST2148,Sara Gaber,1,sara.gaber@hotmail.com,123456789.0,485.26,2023-07-12,Electronics,10.0
CUST2164,Fatma Smith,1,fatma.smith@yahoo.com,123456789.0,577.39,2025-01-01,Unknown,10.0
CUST2188,Ahmed Gaber,0,ahmed.gaber@gmail.com,987654321.0,808.28,2024-10-07,Unknown,5.0
CUST2195,Lina Gaber,0,lina.gaber@gmail.com,987654321.0,574.61,2024-10-04,Clothing,10.0
CUST2198,John Smith,1,john.smith@yahoo.com,123456789.0,79.68,2025-10-07,Electronics,2.0
CUST2199,Ali Ibrahim,0,ali.ibrahim@gmail.com,987654321.0,433.06,2023-08-09,Home,3.0
CUST2203,Lina Ali,1,lina.ali@yahoo.com,987654321.0,244.49,2025-09-01,Home,1.0
CUST2217,Alaa Smith,1,alaa.smith@gmail.com,987654321.0,535.6,2025-01-07,Clothing,4.0
CUST2219,Fatma Hassan,0,fatma.hassan@gmail.com,987654321.0,739.49,2022-05-11,Electronics,2.0
CUST2228,John Ibrahim,0,john.ibrahim@gmail.com,987654321.0,978.34,2024-03-09,Unknown,1.0
CUST2230,Lina Hassan,0,lina.hassan@yahoo.com,987654321.0,98.1,2024-05-10,Unknown,1.0
CUST2237,Ali Gaber,1,ali.gaber@gmail.com,987654321.0,580.13,2025-01-01,Unknown,4.0
CUST2240,Alaa Mahmoud,1,alaa.mahmoud@hotmail.com,987654321.0,167.11,2023-10-09,Toys,3.0
CUST2241,Mark Smith,1,mark.smith@gmail.com,987654321.0,973.54,2023-07-06,Unknown,1.0
CUST2244,Ahmed Ibrahim,0,ahmed.ibrahim@gmail.com,123456789.0,767.34,2025-10-06,Electronics,3.0
CUST2248,Lina Ali,0,lina.ali@hotmail.com,987654321.0,139.4,2024-05-07,Books,5.0
CUST2251,Fatma Gaber,1,fatma.gaber@gmail.com,123456789.0,67.6,2024-12-05,Home,1.0
CUST2259,Mark Smith,1,mark.smith@yahoo.com,987654321.0,653.34,2023-12-02,Home,4.0
CUST2280,Fatma Hassan,0,fatma.hassan@yahoo.com,987654321.0,788.14,2022-10-11,Unknown,5.0
CUST2293,John Gaber,1,john.gaber@yahoo.com,987654321.0,878.9,2022-10-12,Home,1.0
CUST2300,Fatma Mahmoud,0,fatma.mahmoud@yahoo.com,987654321.0,557.38,2025-08-07,Electronics,10.0
CUST2309,Alaa Ali,1,alaa.ali@yahoo.com,123456789.0,305.61,2023-06-10,Clothing,3.0
CUST2321,Ali Smith,1,ali.smith@gmail.com,123456789.0,59.13,2023-07-11,Unknown,10.0
CUST2324,Sara Ali,1,sara.ali@hotmail.com,123456789.0,365.96,2025-02-04,Home,3.0
CUST2335,Lina Smith,1,lina.smith@gmail.com,987654321.0,125.21,2025-10-05,Clothing,2.0
CUST2340,Fatma Ali,1,fatma.ali@hotmail.com,123456789.0,61.59,2023-02-06,Unknown,5.0
CUST2350,Alaa Smith,0,alaa.smith@hotmail.com,123456789.0,216.17,2023-05-11,Unknown,2.0
CUST2362,John Mahmoud,0,john.mahmoud@hotmail.com,123456789.0,297.31,2025-06-01,Home,2.0
CUST2370,Mark Ibrahim,1,mark.ibrahim@yahoo.com,123456789.0,746.02,2024-01-08,Books,3.0
CUST2373,Fatma Ibrahim,0,fatma.ibrahim@hotmail.com,123456789.0,970.76,2025-12-03,Unknown,1.0
CUST2375,Ali Smith,0,ali.smith@yahoo.com,987654321.0,525.83,2023-01-01,Books,1.0
CUST2385,Alaa Ali,1,alaa.ali@gmail.com,123456789.0,549.06,2024-09-05,Clothing,3.0
CUST2392,Fatma Ali,0,fatma.ali@hotmail.com,123456789.0,742.5,2023-06-02,Toys,3.0
CUST2393,Lina Ibrahim,0,lina.ibrahim@yahoo.com,987654321.0,631.58,2023-09-02,Electronics,1.0
CUST2409,Lina Hassan,0,lina.hassan@hotmail.com,987654321.0,280.0,2025-08-01,Unknown,10.0
CUST2410,Alaa Mahmoud,1,alaa.mahmoud@yahoo.com,123456789.0,632.84,2023-01-06,Clothing,10.0
CUST2413,Mark Ibrahim,0,mark.ibrahim@yahoo.com,987654321.0,182.44,2023-03-01,Books,5.0
CUST2422,Sara Mahmoud,0,sara.mahmoud@yahoo.com,987654321.0,202.9,2022-03-11,Unknown,4.0
CUST2423,Sara Gaber,0,sara.gaber@gmail.com,123456789.0,110.03,2023-11-08,Unknown,1.0
CUST2430,Ahmed Hassan,0,ahmed.hassan@hotmail.com,987654321.0,611.11,2023-09-12,Toys,10.0
CUST2431,Alaa Mahmoud,1,alaa.mahmoud@hotmail.com,987654321.0,947.98,2024-06-09,Clothing,3.0
CUST2432,Ahmed Smith,0,ahmed.smith@hotmail.com,123456789.0,377.64,2024-12-04,Toys,1.0
CUST2433,Sara Smith,1,sara.smith@yahoo.com,987654321.0,20.69,2023-01-06,Home,10.0
CUST2439,Ali Hassan,1,ali.hassan@hotmail.com,123456789.0,541.75,2023-12-02,Unknown,5.0
CUST2448,Lina Hassan,0,lina.hassan@yahoo.com,123456789.0,539.08,2023-08-05,Unknown,2.0
CUST2457,Ali Ali,1,ali.ali@gmail.com,987654321.0,774.82,2024-04-03,Electronics,3.0
CUST2471,Lina Ibrahim,0,lina.ibrahim@gmail.com,987654321.0,893.36,2024-09-10,Home,3.0
CUST2474,Sara Gaber,0,sara.gaber@hotmail.com,987654321.0,884.03,2025-04-07,Unknown,1.0
CUST2478,Sara Smith,0,sara.smith@yahoo.com,123456789.0,444.8,2023-12-06,Clothing,3.0
CUST2479,Alaa Ali,1,alaa.ali@hotmail.com,123456789.0,519.03,2023-08-08,Clothing,2.0
CUST2484,Ali Ali,1,ali.ali@hotmail.com,123456789.0,45.63,2025-11-07,Books,2.0
CUST2490,Lina Ali,1,lina.ali@hotmail.com,123456789.0,124.21,2023-10-12,Toys,10.0
CUST2492,Mark Ibrahim,0,mark.ibrahim@hotmail.com,987654321.0,363.58,2024-07-06,Books,10.0
CUST2497,Sara Smith,1,sara.smith@gmail.com,123456789.0,447.9,2025-09-01,Home,3.0
CUST2509,John Ibrahim,1,john.ibrahim@hotmail.com,123456789.0,775.91,2024-06-12,Clothing,5.0
CUST2514,Mark Ibrahim,1,mark.ibrahim@hotmail.com,123456789.0,837.38,2025-12-05,Electronics,3.0
CUST2519,John Hassan,1,john.hassan@gmail.com,123456789.0,945.21,2025-12-02,Books,1.0
CUST2520,Fatma Ibrahim,1,fatma.ibrahim@yahoo.com,123456789.0,362.0,2025-10-05,Unknown,4.0
CUST2528,Sara Ali,0,sara.ali@hotmail.com,987654321.0,725.36,2022-02-11,Toys,10.0
CUST2529,Sara Mahmoud,0,sara.mahmoud@yahoo.com,987654321.0,852.77,2023-01-12,Toys,2.0
CUST2532,Ali Mahmoud,1,ali.mahmoud@gmail.com,987654321.0,434.36,2025-01-04,Clothing,3.0
CUST2538,Lina Hassan,1,lina.hassan@hotmail.com,123456789.0,479.8,2024-09-04,Unknown,3.0
CUST2539,Alaa Ibrahim,0,alaa.ibrahim@yahoo.com,123456789.0,736.03,2024-06-04,Unknown,2.0
CUST2541,Alaa Gaber,1,alaa.gaber@hotmail.com,987654321.0,835.42,2023-11-08,Unknown,2.0
CUST2555,Mark Mahmoud,1,mark.mahmoud@gmail.com,987654321.0,575.37,2024-05-07,Toys,10.0
CUST2566,Sara Hassan,0,sara.hassan@gmail.com,987654321.0,80.5,2024-03-07,Clothing,5.0
CUST2589,Lina Mahmoud,0,lina.mahmoud@yahoo.com,987654321.0,363.48,2022-06-12,Clothing,10.0
CUST2590,Ahmed Mahmoud,0,ahmed.mahmoud@gmail.com,123456789.0,702.01,2024-03-03,Clothing,5.0
CUST2592,Ali Ali,1,ali.ali@gmail.com,123456789.0,807.96,2024-12-01,Electronics,2.0
CUST2595,Sara Ali,0,sara.ali@hotmail.com,987654321.0,149.37,2023-11-07,Unknown,2.0
CUST2606,Alaa Gaber,0,alaa.gaber@gmail.com,123456789.0,355.12,2023-01-02,Home,4.0
CUST2618,Mark Smith,1,mark.smith@yahoo.com,123456789.0,821.6,2023-04-02,Home,2.0
CUST2626,Alaa Smith,0,alaa.smith@yahoo.com,123456789.0,98.0,2023-08-02,Unknown,2.0
CUST2633,Sara Ali,1,sara.ali@hotmail.com,987654321.0,170.79,2024-05-12,Toys,5.0
CUST2641,Mark Ali,1,mark.ali@hotmail.com,987654321.0,592.05,2022-12-11,Toys,4.0
CUST2642,Ali Ali,1,ali.ali@yahoo.com,987654321.0,70.79,2024-12-04,Clothing,10.0
CUST2650,Lina Ali,1,lina.ali@hotmail.com,987654321.0,357.3,2023-01-06,Books,2.0
CUST2661,Mark Ibrahim,0,mark.ibrahim@gmail.com,987654321.0,396.84,2023-04-04,Electronics,10.0
CUST2666,Alaa Ibrahim,1,alaa.ibrahim@hotmail.com,987654321.0,743.25,2024-08-12,Home,2.0
CUST2674,Lina Gaber,0,lina.gaber@yahoo.com,123456789.0,494.43,2024-05-05,Clothing,10.0
CUST2688,Ahmed Ali,0,ahmed.ali@yahoo.com,123456789.0,729.22,2025-09-03,Home,4.0
CUST2689,Sara Mahmoud,0,sara.mahmoud@hotmail.com,123456789.0,870.99,2023-03-10,Clothing,3.0
CUST2703,Ali Smith,1,ali.smith@hotmail.com,987654321.0,689.01,2025-01-06,Clothing,3.0
CUST2719,Ahmed Hassan,0,ahmed.hassan@yahoo.com,123456789.0,790.21,2024-04-06,Electronics,2.0
CUST2727,Alaa Ibrahim,1,alaa.ibrahim@hotmail.com,123456789.0,317.89,2024-12-04,Unknown,3.0
CUST2731,Ali Ibrahim,1,ali.ibrahim@yahoo.com,123456789.0,266.53,2025-06-07,Clothing,4.0
CUST2737,John Mahmoud,1,john.mahmoud@yahoo.com,987654321.0,575.53,2024-02-05,Home,3.0
CUST2739,Ahmed Hassan,0,ahmed.hassan@gmail.com,123456789.0,248.04,2025-01-07,Home,5.0
CUST2741,Fatma Hassan,1,fatma.hassan@hotmail.com,123456789.0,738.07,2024-11-05,Clothing,5.0
CUST2742,Mark Ali,0,mark.ali@gmail.com,987654321.0,326.65,2023-06-02,Home,10.0
CUST2746,John Mahmoud,1,john.mahmoud@gmail.com,123456789.0,493.51,2022-09-11,Books,4.0
CUST2750,Sara Ali,1,sara.ali@gmail.com,123456789.0,868.16,2023-05-02,Books,2.0
CUST2769,Sara Smith,0,sara.smith@gmail.com,987654321.0,668.17,2023-11-08,Toys,3.0
CUST2772,John Mahmoud,0,john.mahmoud@hotmail.com,123456789.0,146.22,2023-12-05,Books,10.0
CUST2777,Ali Mahmoud,1,ali.mahmoud@yahoo.com,123456789.0,794.82,2023-05-11,Toys,10.0
CUST2781,Mark Hassan,0,mark.hassan@gmail.com,123456789.0,817.91,2023-04-11,Electronics,10.0
CUST2787,Ali Gaber,1,ali.gaber@gmail.com,987654321.0,952.33,2024-09-08,Toys,4.0
